publisher	Nombre	Votos	Promedio
publisher	Kanai Factory	6	7.166666666666667
publisher	Kanga Games	4	5.75
publisher	Kanga Games	4	5.75
publisher	Kanga Games	6	6.333333333333333
publisher	Kanga Games	9	6.888888888888889
publisher	Kikigagne?	10	6.5
publisher	Kikigagne?	11	6.545454545454546
publisher	Kikigagne?	8	6.5
publisher	Kikigagne?	8	6.5
publisher	King International	3	7.666666666666667
publisher	Kitfix Swallow Group	3	7.666666666666667
publisher	Klopffleisch	3	7.666666666666667
publisher	Kod Kod	3	5.666666666666667
publisher	Kod Kod	3	5.666666666666667
publisher	Kod Kod	5	5.2
publisher	Kod Kod	6	5.833333333333333
publisher	Koreaboardgames	103	7.12621359223301
publisher	Koreaboardgames	114	7.149122807017544
publisher	Koreaboardgames	14	8.285714285714286
publisher	Koreaboardgames	18	8.166666666666666
publisher	Koreaboardgames	5	8
publisher	Koreaboardgames	6	8.166666666666666
publisher	Koreaboardgames	81	7.1234567901234565
publisher	Koreaboardgames	85	7.176470588235294
publisher	Kuźnia Gier	5	5.6
publisher	Kuźnia Gier	5	5.6
publisher	Kuźnia Gier	6	6
publisher	Kuźnia Gier	6	6
publisher	L&M Games	7	8
publisher	L&M Games	7	8
publisher	L&M Games	8	7.875
publisher	L&M Games	9	7.555555555555555
publisher	L. P. Septímio	4	7.75
publisher	L. P. Septímio	5	7.8
publisher	LEGO	3	7.666666666666667
publisher	Lacerta	31	7.645161290322581
publisher	Lacerta	34	7.735294117647059
publisher	Lacerta	38	7.657894736842105
publisher	Lacerta	40	7.6
publisher	Lagoon Games	3	6.666666666666667
publisher	Lagoon Games	4	7
publisher	Laser plus	20	7.5
publisher	Laser plus	21	7.523809523809524
publisher	Laser plus	25	7.44
publisher	Laser plus	26	7.346153846153846
publisher	Laser plus	6	8.166666666666666
publisher	Laser plus	6	8.166666666666666
publisher	Lautapelit.fi	102	7.1568627450980395
publisher	Lautapelit.fi	105	7.190476190476191
publisher	Lautapelit.fi	122	7.172131147540983
publisher	Lautapelit.fi	147	7.190476190476191
publisher	Lautapelit.fi	19	7.7894736842105265
publisher	Lautapelit.fi	24	7.833333333333333
publisher	Lautapelit.fi	5	8
publisher	Lautapelit.fi	7	8.285714285714286
publisher	Lex Games	11	7.454545454545454
publisher	Lex Games	7	6.857142857142857
publisher	Lex Games	7	6.857142857142857
publisher	Lex Games	9	7.333333333333333
publisher	Libellud	11	7.2727272727272725
publisher	Libellud	14	7.642857142857143
publisher	Libellud	8	7.25
publisher	Libellud	8	7.25
publisher	Lifestyle Ltd.	19	6.7894736842105265
publisher	Lifestyle Ltd.	20	6.85
publisher	Lifestyle Ltd.	24	6.875
publisher	Lifestyle Ltd.	27	6.888888888888889
publisher	Logojogos	7	8
publisher	Logojogos	7	8
publisher	Logojogos	8	7.875
publisher	Logojogos	9	7.555555555555555
publisher	Longfield Games	4	7.75
publisher	Longfield Games	6	7.666666666666667
publisher	Lookout Games	18	7.944444444444445
publisher	Lookout Games	19	8
publisher	Lookout Games	22	7.909090909090909
publisher	Lookout Games	23	7.913043478260869
publisher	Looney Labs	13	6.769230769230769
publisher	Looney Labs	13	6.769230769230769
publisher	Looney Labs	13	6.769230769230769
publisher	Looney Labs	18	6.777777777777778
publisher	Looney Labs	6	6.666666666666667
publisher	Looney Labs	6	6.666666666666667
publisher	Ludens Planet	3	7.666666666666667
publisher	Ludonova	3	7
publisher	Ludonova	3	7
publisher	Ludonova	3	7
publisher	Ludonova	3	7
publisher	M-Ágnes	3	7.333333333333333
publisher	M-Ágnes	3	7.333333333333333
publisher	M-Ágnes	3	7.333333333333333
publisher	M-Ágnes	3	7.333333333333333
publisher	MB Giochi	3	4.333333333333333
publisher	MB Giochi	3	4.333333333333333
publisher	MB Jeux	4	5.25
publisher	MB Jeux	4	5.25
publisher	MB Jeux	6	5.333333333333333
publisher	MB Jeux	7	5.714285714285714
publisher	MB Juegos	3	4.333333333333333
publisher	MB Juegos	3	4.333333333333333
publisher	MB Spellen	3	5.333333333333333
publisher	MB Spellen	3	5.333333333333333
publisher	MB Spellen	5	5.4
publisher	MB Spellen	6	5.833333333333333
publisher	MB Spiele	3	4.333333333333333
publisher	MB Spiele	3	4.333333333333333
publisher	MB Spiele	5	4.4
publisher	MB Spiele	5	4.4
publisher	MINDOK	11	7.363636363636363
publisher	MINDOK	12	7.333333333333333
publisher	MINDOK	56	7.464285714285714
publisher	MINDOK	60	7.55
publisher	MINDOK	75	7.44
publisher	MINDOK	83	7.481927710843373
publisher	Magellan	11	7.090909090909091
publisher	Magellan	12	7.25
publisher	Magellan	7	7
publisher	Magellan	7	7
publisher	Magnetic Poetry Inc	3	7.666666666666667
publisher	Majora	4	4.5
publisher	Majora	4	4.5
publisher	Majora	6	5
publisher	Majora	7	5.428571428571429
publisher	Marabunta	6	7.166666666666667
publisher	Marabunta	6	7.166666666666667
publisher	Marigó	4	7.25
publisher	Marigó	5	7.4
publisher	Mario Truant Verlag	5	8.2
publisher	Mario Truant Verlag	5	8.2
publisher	Mario Truant Verlag	5	8.2
publisher	Mario Truant Verlag	5	8.2
publisher	Martinex	3	8.666666666666666
publisher	Martinex	5	7.6
publisher	Martinex	5	7.6
publisher	Martinex	7	7.428571428571429
publisher	Martinex	8	7.375
publisher	Masters Games	3	7.666666666666667
publisher	Matagot	11	6.2727272727272725
publisher	Matagot	11	6.2727272727272725
publisher	Matagot	7	5.142857142857143
publisher	Matagot	7	5.142857142857143
publisher	Mattel	10	5.8
publisher	Mattel	8	5.375
publisher	Mattel	8	5.375
publisher	Mattel	9	5.555555555555555
publisher	Mayfair Games	28	6.928571428571429
publisher	Mayfair Games	3	9
publisher	Mayfair Games	30	7
publisher	Mayfair Games	33	6.96969696969697
publisher	Mayfair Games	35	6.857142857142857
publisher	Mayfair Games	6	8.666666666666666
publisher	Mayfair Games	6	8.666666666666666
publisher	Meeples Cafe	5	6.6
publisher	Meeples Cafe	5	6.6
publisher	Meeples Cafe	6	6.666666666666667
publisher	Meeples Cafe	7	6.714285714285714
publisher	Melissa & Doug	3	7.666666666666667
publisher	Mercurio	10	6.4
publisher	Mercurio	11	6.454545454545454
publisher	Mercurio	8	6.375
publisher	Mercurio	8	6.375
publisher	Michael Stanfield	3	7.666666666666667
publisher	Midgaard Games	16	7.75
publisher	Midgaard Games	16	7.75
publisher	Midgaard Games	22	7.409090909090909
publisher	Midgaard Games	23	7.391304347826087
publisher	Midgaard Games	4	8.25
publisher	Midgaard Games	5	8
publisher	Millenium	4	8
publisher	Millenium	4	8
publisher	Millenium	6	7.666666666666667
publisher	Millenium	6	7.666666666666667
publisher	Milton Bradley	11	5.818181818181818
publisher	Milton Bradley	12	6
publisher	Milton Bradley	7	5.428571428571429
publisher	Milton Bradley	7	5.428571428571429
publisher	Miro Company	3	3.3333333333333335
publisher	Miro Company	3	3.3333333333333335
publisher	Miro Company	4	3.75
publisher	Miro Company	5	4.4
publisher	Mitra	3	5.666666666666667
publisher	Mitra	3	5.666666666666667
publisher	Mitra	4	6.75
publisher	Mitra	4	6.75
publisher	Monkey Pod Games	4	7.75
publisher	Monkey Pod Games	6	7.666666666666667
publisher	Monkey Time	3	5.333333333333333
publisher	Monkey Time	3	5.333333333333333
publisher	Monkey Time	4	5.75
publisher	Monkey Time	5	6.4
publisher	Morapiaf	10	7.6
publisher	Morapiaf	11	7.7272727272727275
publisher	Morapiaf	8	7.75
publisher	Morapiaf	8	7.75
publisher	Moskito Spiele	3	5.666666666666667
publisher	Moskito Spiele	3	5.666666666666667
publisher	MultiSim	4	8
publisher	MultiSim	4	8
publisher	MultiSim	6	7.666666666666667
publisher	MultiSim	6	7.666666666666667
publisher	Möbius Games	20	6.8
publisher	Möbius Games	20	6.8
publisher	Möbius Games	25	6.68
publisher	Möbius Games	28	6.678571428571429
publisher	Möbius Games	3	7.666666666666667
publisher	Möbius Games	4	7.5
publisher	Neroulia	3	7.666666666666667
publisher	New Games Order, LLC	3	6.666666666666667
publisher	New Games Order, LLC	3	6.666666666666667
publisher	New Games Order, LLC	3	6.666666666666667
publisher	New Games Order, LLC	4	6.75
publisher	Nexus	19	7
publisher	Nexus	20	7.05
publisher	Nexus	28	7.25
publisher	Nexus	29	7.172413793103448
publisher	Nexus	3	8.333333333333334
publisher	Nexus	6	8.333333333333334
publisher	Nexus	7	8.142857142857142
publisher	Ninive Games	7	8
publisher	Ninive Games	7	8
publisher	Ninive Games	8	7.875
publisher	Ninive Games	9	7.555555555555555
publisher	Nordic Games	13	6.461538461538462
publisher	Nordic Games	13	6.461538461538462
publisher	Nordic Games	16	6.6875
publisher	Nordic Games	18	6.833333333333333
publisher	Noris Spiele	3	7.666666666666667
publisher	Oficina do Aprendiz	3	7.666666666666667
publisher	Oficina do Aprendiz	3	7.666666666666667
publisher	Oficina do Aprendiz	3	7.666666666666667
publisher	Oficina do Aprendiz	3	7.666666666666667
publisher	Oliphante	3	5
publisher	Oliphante	3	5
publisher	Oliphante	3	5
publisher	Oliphante	4	6
publisher	Oriental Trading Company	3	7.666666666666667
publisher	Otto Maier Verlag	3	7.333333333333333
publisher	Otto Maier Verlag	3	7.333333333333333
publisher	Oya	3	6.333333333333333
publisher	Oya	3	6.333333333333333
publisher	Oya	3	6.333333333333333
publisher	Oya	4	6.25
publisher	PHALANX	4	5.75
publisher	PHALANX	4	5.75
publisher	PHALANX	6	6
publisher	PHALANX	6	6
publisher	PLAYHOUSE	3	5.666666666666667
publisher	PLAYHOUSE	3	5.666666666666667
publisher	PLAYHOUSE	4	6
publisher	PLAYHOUSE	4	6
publisher	PS-Games	12	6.583333333333333
publisher	PS-Games	12	6.583333333333333
publisher	PS-Games	16	6.8125
publisher	PS-Games	20	6.45
publisher	PS-Games	3	7.333333333333333
publisher	PS-Games	5	7.6
publisher	PS-Games	5	7.6
publisher	Pacific Game Company	4	7.75
publisher	Pacific Game Company	5	7.8
publisher	Paizo Publishing	3	8.666666666666666
publisher	Paizo Publishing	3	8.666666666666666
publisher	Parker Brothers	14	5.214285714285714
publisher	Parker Brothers	15	5.266666666666667
publisher	Parker Brothers	18	5.333333333333333
publisher	Parker Brothers	20	5.55
publisher	Parker Spiele	3	4.333333333333333
publisher	Parker Spiele	3	4.333333333333333
publisher	Parker Spiele	4	4.5
publisher	Parker Spiele	4	4.5
publisher	Passport Game Studios	6	8
publisher	Passport Game Studios	8	8.125
publisher	Patch Products	3	7.666666666666667
publisher	Paul Lamond Games Ltd	3	6
publisher	Paul Lamond Games Ltd	4	6.5
publisher	Pavilion	3	6
publisher	Pavilion	3	6
publisher	Pavilion	5	6
publisher	Pavilion	6	6.333333333333333
publisher	Pearl Games	3	7.666666666666667
publisher	Pearl Games	4	8
publisher	Pearl Games	4	8
publisher	Pearl Games	4	8
publisher	Pegasus Spiele	10	7.3
publisher	Pegasus Spiele	10	7.3
publisher	Pegasus Spiele	3	6.666666666666667
publisher	Pegasus Spiele	3	6.666666666666667
publisher	Pegasus Spiele	48	6.395833333333333
publisher	Pegasus Spiele	50	6.48
publisher	Pegasus Spiele	69	6.7101449275362315
publisher	Pegasus Spiele	77	6.753246753246753
publisher	Peri Spiele	3	7
publisher	Peri Spiele	4	7.25
publisher	Phalanx Games B.V.	3	5.333333333333333
publisher	Phalanx Games B.V.	3	5.333333333333333
publisher	Phalanx Games B.V.	3	5.333333333333333
publisher	Phalanx Games B.V.	3	5.333333333333333
publisher	Phalanx Games Deutschland	3	6.333333333333333
publisher	Phalanx Games Deutschland	3	6.333333333333333
publisher	Philos	3	7.666666666666667
publisher	Piatnik	10	7.8
publisher	Piatnik	11	7.7272727272727275
publisher	Piatnik	3	8
publisher	Piatnik	3	8
publisher	Piatnik	44	7.204545454545454
publisher	Piatnik	46	7.195652173913044
publisher	Piatnik	53	7.113207547169812
publisher	Piatnik	59	7.033898305084746
publisher	Piet Hein A/S	3	7.666666666666667
publisher	Pin International	3	7.666666666666667
publisher	Plaid Hat Games	3	6
publisher	Plaid Hat Games	5	6.4
publisher	Planplay	3	7.333333333333333
publisher	Planplay	4	6.75
publisher	Play Factory	3	7.666666666666667
publisher	Play Factory	4	7
publisher	Pleasantime Games	3	7.666666666666667
publisher	Poptoy	3	7.666666666666667
publisher	Portal Games	3	6.333333333333333
publisher	Portal Games	3	6.333333333333333
publisher	Portal Games	5	6.4
publisher	Portal Games	7	7.142857142857143
publisher	Prata Speles	7	8
publisher	Prata Speles	7	8
publisher	Prata Speles	8	7.875
publisher	Prata Speles	9	7.555555555555555
publisher	Pressman Toy Corp.	3	6
publisher	Pressman Toy Corp.	3	6
publisher	Pressman Toy Corp.	4	6.25
publisher	Pressman Toy Corp.	5	6.6
publisher	Pro Ludo	3	7.666666666666667
publisher	Productief BV	3	7.333333333333333
publisher	Productief BV	3	7.333333333333333
publisher	Productief BV	3	7.333333333333333
publisher	Productief BV	3	7.333333333333333
publisher	Q-workshop	5	5.6
publisher	Q-workshop	5	5.6
publisher	Q-workshop	6	6
publisher	Q-workshop	6	6
publisher	Queen Games	18	7.444444444444445
publisher	Queen Games	18	7.444444444444445
publisher	Queen Games	20	7.3
publisher	Queen Games	22	7.2727272727272725
publisher	Quined Games	6	8.833333333333334
publisher	Quined Games	6	8.833333333333334
publisher	Quined Games	6	8.833333333333334
publisher	Quined Games	7	8.857142857142858
publisher	Quined White Goblin Games	14	7.5
publisher	Quined White Goblin Games	16	7.625
publisher	Quined White Goblin Games	18	7.611111111111111
publisher	Quined White Goblin Games	19	7.578947368421052
publisher	REBEL.pl	3	7.666666666666667
publisher	REBEL.pl	3	7.666666666666667
publisher	REBEL.pl	38	6.315789473684211
publisher	REBEL.pl	40	6.425
publisher	REBEL.pl	51	6.666666666666667
publisher	REBEL.pl	61	6.836065573770492
publisher	REXhry	11	5.636363636363637
publisher	REXhry	11	5.636363636363637
publisher	REXhry	16	6.3125
publisher	REXhry	19	6.578947368421052
publisher	Ramsons	3	7.666666666666667
publisher	Raven Distribution	17	6.470588235294118
publisher	Raven Distribution	17	6.470588235294118
publisher	Raven Distribution	22	6.590909090909091
publisher	Raven Distribution	26	6.8076923076923075
publisher	Raven Distribution	3	6.666666666666667
publisher	Raven Distribution	3	6.666666666666667
publisher	Raven Distribution	5	7.2
publisher	Raven Distribution	6	7
publisher	Ravensburger Spieleverlag GmbH	31	6.967741935483871
publisher	Ravensburger Spieleverlag GmbH	32	7.03125
publisher	Ravensburger Spieleverlag GmbH	36	7.055555555555555
publisher	Ravensburger Spieleverlag GmbH	36	7.055555555555555
publisher	Red Glove	4	6
publisher	Red Glove	5	6.8
publisher	Red Glove	5	6.8
publisher	Red Glove	5	6.8
publisher	Repos Production	10	7.9
publisher	Repos Production	14	7.928571428571429
publisher	Repos Production	7	7.857142857142857
publisher	Repos Production	7	7.857142857142857
publisher	Research Games, Inc. / Athol / RGI / ARC	3	7.666666666666667
publisher	Revanche Spelen	3	7.666666666666667
publisher	Rio Grande Games	111	6.963963963963964
publisher	Rio Grande Games	13	7.384615384615385
publisher	Rio Grande Games	136	7.102941176470588
publisher	Rio Grande Games	18	7.555555555555555
publisher	Rio Grande Games	5	8
publisher	Rio Grande Games	5	8
publisher	Rio Grande Games	96	6.96875
publisher	Rio Grande Games	98	7
publisher	Robin and Nell Dale	3	7.666666666666667
publisher	Ruibal Hermanos S.A.	5	5.6
publisher	Ruibal Hermanos S.A.	5	5.6
publisher	Ruibal Hermanos S.A.	5	5.6
publisher	Ruibal Hermanos S.A.	5	5.6
publisher	Runadrake	11	7
publisher	Runadrake	11	7
publisher	Runadrake	13	7
publisher	Runadrake	16	7
publisher	Runadrake	3	8.666666666666666
publisher	Runadrake	4	8.5
publisher	Sababa Toys, Inc.	3	7
publisher	Sababa Toys, Inc.	4	7.25
publisher	Scanditoy	3	4.333333333333333
publisher	Scanditoy	3	4.333333333333333
publisher	Scanditoy	3	4.333333333333333
publisher	Scanditoy	3	4.333333333333333
publisher	Schmidt France	3	7.333333333333333
publisher	Schmidt France	3	7.333333333333333
publisher	Schmidt International	4	7.25
publisher	Schmidt International	4	7.25
publisher	Schmidt International	4	7.25
publisher	Schmidt International	4	7.25
publisher	Schmidt Spiele	35	6.857142857142857
publisher	Schmidt Spiele	36	6.833333333333333
publisher	Schmidt Spiele	47	6.76595744680851
publisher	Schmidt Spiele	54	6.944444444444445
publisher	Schmidt Spiele	6	8.166666666666666
publisher	Schmidt Spiele	8	8
publisher	Selchow & Righter	3	5.666666666666667
publisher	Selchow & Righter	3	5.666666666666667
publisher	Selchow & Righter	4	6
publisher	Selchow & Righter	5	6.4
publisher	Selecta Spel en Hobby	3	7.666666666666667
publisher	Selecta Spel en Hobby	3	7.666666666666667
publisher	Selecta Spel en Hobby	3	7.666666666666667
publisher	Selecta Spel en Hobby	3	7.666666666666667
publisher	Si-Si-Spiele	3	7.666666666666667
publisher	Silver Stars Publishing	11	6.545454545454546
publisher	Silver Stars Publishing	11	6.545454545454546
publisher	Silver Stars Publishing	14	6.714285714285714
publisher	Silver Stars Publishing	14	6.714285714285714
publisher	Silver Stars Publishing	4	7.25
publisher	Silver Stars Publishing	4	7.25
publisher	Smart Ltd	16	8
publisher	Smart Ltd	20	7.8
publisher	Smart Ltd	4	7.5
publisher	Smart Ltd	6	7.833333333333333
publisher	Smart Ltd	64	7.15625
publisher	Smart Ltd	67	7.208955223880597
publisher	Smart Ltd	83	7.228915662650603
publisher	Smart Ltd	90	7.2
publisher	Smart Toys and Games, Inc.	8	10
publisher	Smeets & Schippers	3	3.3333333333333335
publisher	Smeets & Schippers	3	3.3333333333333335
publisher	Smeets & Schippers	4	3.75
publisher	Smeets & Schippers	4	3.75
publisher	Sophisticated Games	5	6.4
publisher	Sophisticated Games	5	6.4
publisher	Sophisticated Games	6	6.5
publisher	Sophisticated Games	8	6.5
publisher	Spear's Games	6	4.666666666666667
publisher	Spear's Games	6	4.666666666666667
publisher	Spear's Games	8	5.625
publisher	Spear's Games	9	5.888888888888889
publisher	Sterling Games	3	7
publisher	Sterling Games	5	7.2
publisher	Steve Jackson Games	12	6.083333333333333
publisher	Steve Jackson Games	13	6.230769230769231
publisher	Steve Jackson Games	3	6
publisher	Steve Jackson Games	3	6
publisher	Steve Jackson Games	7	5.714285714285714
publisher	Steve Jackson Games	7	5.714285714285714
publisher	Stratelibri	11	7.545454545454546
publisher	Stratelibri	14	7.5
publisher	Stratelibri	4	7.75
publisher	Stratelibri	56	7.196428571428571
publisher	Stratelibri	59	7.271186440677966
publisher	Stratelibri	72	7.361111111111111
publisher	Stratelibri	77	7.298701298701299
publisher	Stronghold Games	4	6.5
publisher	Stronghold Games	5	6.8
publisher	Stupor Mundi	11	8.454545454545455
publisher	Stupor Mundi	3	8
publisher	Stupor Mundi	33	7.424242424242424
publisher	Stupor Mundi	34	7.4411764705882355
publisher	Stupor Mundi	38	7.394736842105263
publisher	Stupor Mundi	46	7.282608695652174
publisher	Stupor Mundi	6	8.5
publisher	Sun Team Day Hobby Company	5	6.6
publisher	Sun Team Day Hobby Company	5	6.6
publisher	Sun Team Day Hobby Company	6	6.666666666666667
publisher	Sun Team Day Hobby Company	7	6.714285714285714
publisher	Super Accord	3	7.666666666666667
publisher	Swan Panasia Co., Ltd.	103	7.271844660194175
publisher	Swan Panasia Co., Ltd.	14	8.214285714285714
publisher	Swan Panasia Co., Ltd.	18	8.11111111111111
publisher	Swan Panasia Co., Ltd.	5	8
publisher	Swan Panasia Co., Ltd.	6	8.166666666666666
publisher	Swan Panasia Co., Ltd.	71	7.323943661971831
publisher	Swan Panasia Co., Ltd.	74	7.378378378378378
publisher	Swan Panasia Co., Ltd.	89	7.303370786516854
publisher	TRY SOFT	7	8
publisher	TRY SOFT	7	8
publisher	TRY SOFT	8	7.875
publisher	TRY SOFT	9	7.555555555555555
publisher	Tactic	12	6.583333333333333
publisher	Tactic	14	6.714285714285714
publisher	Tactic	8	6.5
publisher	Tactic	8	6.5
publisher	Tasty Minstrel Games	6	6.333333333333333
publisher	Tasty Minstrel Games	6	6.333333333333333
publisher	Tasty Minstrel Games	8	6.5
publisher	Tasty Minstrel Games	9	6.777777777777778
publisher	Tesco	3	6.666666666666667
publisher	Tesco	4	7
publisher	The Game Master BV	8	6.75
publisher	The Game Master BV	8	6.75
publisher	The Game Master BV	8	6.75
publisher	The Game Master BV	8	6.75
publisher	The Mark of Westminster	3	7.666666666666667
publisher	The Toy Company Argentina S.R.L.	4	4
publisher	The Toy Company Argentina S.R.L.	4	4
publisher	The Toy Company Argentina S.R.L.	4	4
publisher	The Toy Company Argentina S.R.L.	4	4
publisher	Thomas Salter Ltd	3	7.666666666666667
publisher	Tilsit	28	7.071428571428571
publisher	Tilsit	3	8.666666666666666
publisher	Tilsit	30	7.166666666666667
publisher	Tilsit	34	7.117647058823529
publisher	Tilsit	36	7
publisher	Tilsit	7	8.285714285714286
publisher	Tilsit	7	8.285714285714286
publisher	Tomy	3	4
publisher	Tomy	4	4.5
publisher	Tomy	7	5.714285714285714
publisher	Tomy	7	5.714285714285714
publisher	Toy Brokers Ltd	3	7.666666666666667
publisher	Treefrog Games	3	7
publisher	Treefrog Games	5	6.8
publisher	Treefrog Games	6	7.166666666666667
publisher	Twilight Creations, Inc.	4	7.5
publisher	Twilight Creations, Inc.	4	7.5
publisher	Twilight Creations, Inc.	4	7.5
publisher	Twilight Creations, Inc.	4	7.5
publisher	USAopoly	5	5.6
publisher	USAopoly	6	6
publisher	Ubik	10	7.6
publisher	Ubik	24	6.875
publisher	Ubik	25	6.92
publisher	Ubik	31	7.064516129032258
publisher	Ubik	33	6.9393939393939394
publisher	Ubik	4	7.75
publisher	Ubik	9	7.666666666666667
publisher	Udo Grebe Gamedesign	3	8.666666666666666
publisher	Udo Grebe Gamedesign	6	8
publisher	Udo Grebe Gamedesign	8	8.25
publisher	Uhrwerk Verlag	3	6
publisher	Ulisses Spiele	6	8.333333333333334
publisher	Ulisses Spiele	6	8.333333333333334
publisher	Ulisses Spiele	7	8.285714285714286
publisher	Ulisses Spiele	7	8.285714285714286
publisher	University Games	3	6.333333333333333
publisher	University Games	3	6.333333333333333
publisher	University Games	4	6.5
publisher	University Games	4	6.5
publisher	Upper Deck Entertainment	3	6.666666666666667
publisher	Upper Deck Entertainment	3	6.666666666666667
publisher	Valley Games, Inc.	3	5
publisher	Valley Games, Inc.	3	5
publisher	Venice Connection	12	7.333333333333333
publisher	Venice Connection	12	7.333333333333333
publisher	Venice Connection	14	7.142857142857143
publisher	Venice Connection	16	7.0625
publisher	Venice Connection	6	7
publisher	Venice Connection	7	7
publisher	Vennerød Forlag AS	14	6.285714285714286
publisher	Vennerød Forlag AS	14	6.285714285714286
publisher	Vennerød Forlag AS	18	6.666666666666667
publisher	Vennerød Forlag AS	21	6.761904761904762
publisher	Vennerød Forlag AS	3	8.333333333333334
publisher	Vennerød Forlag AS	5	8.2
publisher	Ventura Games	10	7.4
publisher	Ventura Games	3	7.666666666666667
publisher	Ventura Games	7	7.857142857142857
publisher	Ventura Games	7	7.857142857142857
publisher	Ventura Games	9	7.444444444444445
publisher	Vilac	3	7.666666666666667
publisher	Volume-One Products	4	7.75
publisher	Volume-One Products	5	7.8
publisher	WHSmith	3	7.666666666666667
publisher	Waddingtons Games	13	6
publisher	Waddingtons Games	14	6.142857142857143
publisher	Waddingtons Games	8	5.375
publisher	Waddingtons Games	9	5.444444444444445
publisher	Walt Disney Productions	3	7.666666666666667
publisher	Warfrog Games	3	8
publisher	Warfrog Games	3	8
publisher	Warfrog Games	3	8
publisher	Wargames Club Publishing	15	7.6
publisher	Wargames Club Publishing	16	7.5625
publisher	Wargames Club Publishing	3	7.333333333333333
publisher	Wargames Club Publishing	54	6.981481481481482
publisher	Wargames Club Publishing	57	7.052631578947368
publisher	Wargames Club Publishing	69	7.115942028985507
publisher	Wargames Club Publishing	77	7.1688311688311686
publisher	Wargames Club Publishing	8	7.5
publisher	Westside Fun Games	3	7.666666666666667
publisher	What's Your Game?	5	8.8
publisher	What's Your Game?	5	8.8
publisher	What's Your Game?	6	8.5
publisher	What's Your Game?	6	8.5
publisher	White Goblin Games	21	7.714285714285714
publisher	White Goblin Games	23	7.782608695652174
publisher	White Goblin Games	32	7.59375
publisher	White Goblin Games	34	7.588235294117647
publisher	Wicked Vision	3	7.666666666666667
publisher	Wiley Publishing, Inc.	3	7.666666666666667
publisher	Winning Moves	11	5.090909090909091
publisher	Winning Moves	13	5.461538461538462
publisher	Winning Moves	7	4.857142857142857
publisher	Winning Moves	8	5
publisher	Winsome Games	3	6
publisher	Winsome Games	3	6
publisher	Winsome Games	3	6
publisher	Winsome Games	3	6
publisher	WizKids Games	4	4.75
publisher	WizKids Games	4	4.75
publisher	WizKids Games	4	4.75
publisher	WizKids Games	5	5
publisher	Wizards of the Coast	19	6.684210526315789
publisher	Wizards of the Coast	23	6.695652173913044
publisher	Wizards of the Coast	9	5.666666666666667
publisher	Wizards of the Coast	9	5.666666666666667
publisher	Wm F. Drueke & Sons, Inc.	4	7.75
publisher	Wm F. Drueke & Sons, Inc.	5	7.8
publisher	Wood Expressions	3	6.666666666666667
publisher	Wood Expressions	3	6.666666666666667
publisher	Wood Expressions	5	7.4
publisher	Wood Expressions	7	7.428571428571429
publisher	Woodstock Spiele	3	7
publisher	Woodstock Spiele	4	7
publisher	WorldWise Imports, LLC	4	7.75
publisher	WorldWise Imports, LLC	5	7.8
publisher	Węgiel	3	7.666666666666667
publisher	Yetem S.A.	13	5
publisher	Yetem S.A.	15	5.2
publisher	Yetem S.A.	15	5.2
publisher	Yetem S.A.	15	5.2
publisher	Yetem S.A.	4	4.25
publisher	Yetem S.A.	4	4.25
publisher	Yetem S.A.	4	4.25
publisher	Yetem S.A.	4	4.25
publisher	Ystari Games	24	7.833333333333333
publisher	Ystari Games	25	7.88
publisher	Ystari Games	3	8.666666666666666
publisher	Ystari Games	32	7.78125
publisher	Ystari Games	35	7.771428571428571
publisher	Ystari Games	4	8.5
publisher	Z-Man Games	10	7.2
publisher	Z-Man Games	67	7.149253731343284
publisher	Z-Man Games	72	7.25
publisher	Z-Man Games	81	7.209876543209877
publisher	Z-Man Games	9	7.222222222222222
publisher	Z-Man Games	91	7.175824175824176
publisher	Zontik Games	3	3.3333333333333335
publisher	Zontik Games	3	3.3333333333333335
publisher	Zontik Games	4	3.75
publisher	Zontik Games	5	4.4
publisher	Zvezda	13	7
publisher	Zvezda	14	7.071428571428571
publisher	Zvezda	17	7
publisher	Zvezda	18	7.055555555555555
publisher	alea	21	7.190476190476191
publisher	alea	22	7.2727272727272725
publisher	alea	25	7.16
publisher	alea	25	7.16
publisher	cutia.ro	12	7.916666666666667
publisher	cutia.ro	26	7.115384615384615
publisher	cutia.ro	26	7.115384615384615
publisher	cutia.ro	33	7.03030303030303
publisher	cutia.ro	37	7.054054054054054
publisher	cutia.ro	4	8
publisher	cutia.ro	4	8
publisher	cutia.ro	9	7.888888888888889
publisher	dV Giochi	3	9
publisher	dV Giochi	3	9
publisher	dV Giochi	3	9
publisher	dV Giochi	6	6.666666666666667
publisher	dV Giochi	6	6.666666666666667
publisher	dV Giochi	6	6.666666666666667
publisher	dV Giochi	7	6.428571428571429
publisher	danspil	10	7.9
publisher	danspil	10	7.9
publisher	danspil	11	7.818181818181818
publisher	danspil	12	7.583333333333333
publisher	danspil	3	8.333333333333334
publisher	danspil	3	8.333333333333334
publisher	eggertspiele	7	6.714285714285714
publisher	eggertspiele	7	6.714285714285714
publisher	eggertspiele	7	6.714285714285714
publisher	eggertspiele	7	6.714285714285714
publisher	hobbity.eu	14	7.857142857142857
publisher	hobbity.eu	14	7.857142857142857
publisher	hobbity.eu	19	7.631578947368421
publisher	hobbity.eu	22	7.818181818181818
publisher	innovative KIDS	3	7.666666666666667
