publisher	Nombre	Votos	Promedio
publisher	nestorgames	4	7.75
publisher	nestorgames	5	7.8
publisher	uplay.it edizioni	31	7.064516129032258
publisher	uplay.it edizioni	32	7.125
publisher	uplay.it edizioni	40	7.3
publisher	uplay.it edizioni	45	7.4222222222222225
publisher	uplay.it edizioni	5	7.6
publisher	uplay.it edizioni	5	7.6
publisher	Ísöld ehf.	20	7.7
publisher	Ísöld ehf.	20	7.7
publisher	Ísöld ehf.	23	7.521739130434782
publisher	Ísöld ehf.	27	7.444444444444445
publisher	Ísöld ehf.	8	7.625
publisher	Ísöld ehf.	9	7.555555555555555
publisher	Überplay	3	6
publisher	Überplay	3	6
publisher	Überplay	3	6
publisher	Überplay	3	6
publisher	à la carte AG	3	7.666666666666667
publisher	Взрослые дети	13	6.538461538461538
publisher	Взрослые дети	14	6.642857142857143
publisher	Взрослые дети	17	6.823529411764706
publisher	Взрослые дети	18	6.833333333333333
publisher	テンデイズゲームズ	4	9
publisher	テンデイズゲームズ	4	9
publisher	テンデイズゲームズ	5	8.6
publisher	テンデイズゲームズ	5	8.6
